sample_id,scene_type,old_label,new_label,relabel_reason,relabel_bucket,dataset_split,changed,old_anchor_count,new_anchor_count,added_anchor_count,input_text
stage4_train:426,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=2
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=政七街至黄河路|LEVEL=严重拥堵
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经八路至花园路|LEVEL=畅通",add missing normal/relief side-event anchor so all active changed events are explicitly labeled,anomaly_plus_normal_side_event,train,True,1,2,1,经六路政七街至黄河路段向北追尾事故严重拥堵；黄河路经八路至花园路段向东车流顺畅
stage4_train:427,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经六路至经八路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=2
simple_local_v2=输出所有 active changed-event anchors，含异常与恢复/畅通 side event。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经六路至经八路|LEVEL=严重拥堵
ANCHOR|ROAD=未来路|DIR=向北|RANGE=政七街至黄河路|LEVEL=畅通",add missing normal/relief side-event anchor so all active changed events are explicitly labeled,anomaly_plus_normal_side_event,train,True,1,2,1,常态或局部短时事件：纬五路经六路至经八路段向东追尾事故严重拥堵；未来路政七街至黄河路段向北畅通无阻
stage4_train:428,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=花园路至未来路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=花园路至未来路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：农业路花园路至未来路段向西施工全封闭
stage4_train:429,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经六路农业路至红专路段向北施工全封闭
stage4_train:430,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经八路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经八路|DIR=向北|RANGE=农业路至红专路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经八路农业路至红专路段向北事故处置封闭
stage4_train:491,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=红专路至纬五路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=红专路至纬五路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经一路红专路至纬五路段向北排队长度明显增加
stage4_train:492,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向东|RANGE=经三路至经八路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向东|RANGE=经三路至经八路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：农业路经三路至经八路段向东施工全封闭
stage4_train:493,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=经六路至经八路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=经六路至经八路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,农业路经六路至经八路段向西中度拥堵缓行；经三路黄河路至纬五路段向南交通基本正常
stage4_train:494,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=政七街至黄河路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=政七街至黄河路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：花园路政七街至黄河路段向南事故处置封闭
stage4_train:495,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向西|RANGE=花园路至未来路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向西|RANGE=花园路至未来路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,黄河路花园路至未来路段向西车流较大缓行
stage4_train:496,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向东|RANGE=经一路至经三路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向东|RANGE=经一路至经三路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,农业路经一路至经三路段向东追尾事故严重拥堵
stage4_train:497,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至黄河路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至黄河路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经六路农业路至黄河路段向南车流较大缓行；政七街经一路至经三路段向东保持正常通行
stage4_train:498,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经六路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经一路至经六路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：红专路经一路至经六路段向西车流积压严重拥堵；经三路农业路至红专路段向北保持正常通行
stage4_train:499,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经三路至经八路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经三路至经八路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：黄河路经三路至经八路段向东追尾事故严重拥堵
stage4_train:500,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经三路至经八路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经三路至经八路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,红专路经三路至经八路段向西事故处置封闭；经三路黄河路至纬五路段向南保持正常通行
stage4_train:501,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经三路至花园路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经三路至花园路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,纬五路经三路至花园路段向东车流较大缓行
stage4_train:502,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经六路至花园路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经六路至花园路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：纬五路经六路至花园路段向东排队长度明显增加；经三路黄河路至纬五路段向南交通基本正常
stage4_train:503,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向西|RANGE=经八路至花园路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向西|RANGE=经八路至花园路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,政七街经八路至花园路段向西追尾事故严重拥堵
stage4_train:504,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：政七街经一路至经六路段向东排队长度明显增加
stage4_train:505,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经八路至未来路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经八路至未来路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,纬五路经八路至未来路段向东事故处置封闭
stage4_train:506,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=红专路至黄河路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=红专路至黄河路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经三路红专路至黄河路段向南车流较大缓行；红专路经三路至经六路段向西交通基本正常
stage4_train:507,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=农业路至黄河路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=花园路|DIR=向南|RANGE=农业路至黄河路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,花园路农业路至黄河路段向南临时封闭管制
stage4_train:508,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=红专路至政七街|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经三路红专路至政七街段向北中度拥堵缓行
stage4_train:509,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向南|RANGE=红专路至纬五路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向南|RANGE=红专路至纬五路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经一路红专路至纬五路段向南施工全封闭；黄河路花园路至未来路段向西保持正常通行
stage4_train:510,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向南|RANGE=政七街至纬五路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向南|RANGE=政七街至纬五路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经一路政七街至纬五路段向南排队通行效率下降
stage4_train:511,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=红专路至政七街|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=红专路至政七街|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经三路红专路至政七街段向南事故处置封闭；黄河路花园路至未来路段向西交通基本正常
stage4_train:512,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经一路政七街至纬五路段向北车流较大缓行；红专路经六路至经八路段向西保持正常通行
stage4_train:513,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=花园路至未来路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=农业路|DIR=向西|RANGE=花园路至未来路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：农业路花园路至未来路段向西排队长度明显增加
stage4_train:514,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经三路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经三路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,黄河路经一路至经三路段向东中度拥堵缓行
stage4_train:515,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=农业路至政七街|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经一路|DIR=向北|RANGE=农业路至政七街|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经一路农业路至政七街段向北临时封闭管制；黄河路经一路至经三路段向西保持正常通行
stage4_train:516,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=红专路至纬五路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=红专路至纬五路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经六路红专路至纬五路段向北排队通行效率下降；黄河路经六路至经八路段向东保持正常通行
stage4_train:517,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=农业路至红专路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=农业路至红专路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经三路农业路至红专路段向南临时封闭管制
stage4_train:518,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向东|RANGE=经一路至经六路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,政七街经一路至经六路段向东追尾事故严重拥堵；未来路政七街至黄河路段向南保持正常通行
stage4_train:519,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经六路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经一路至经六路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：黄河路经一路至经六路段向东排队通行效率下降
stage4_train:520,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经六路农业路至红专路段向南追尾事故严重拥堵；农业路经一路至经三路段向东交通基本正常
stage4_train:521,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向北|RANGE=政七街至纬五路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经六路政七街至纬五路段向北车流较大缓行
stage4_train:522,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至黄河路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经八路|DIR=向南|RANGE=农业路至黄河路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经八路农业路至黄河路段向南排队长度明显增加
stage4_train:523,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向南|RANGE=农业路至红专路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经三路农业路至红专路段向南追尾事故严重拥堵
stage4_train:524,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向西|RANGE=经一路至经三路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=政七街|DIR=向西|RANGE=经一路至经三路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,政七街经一路至经三路段向西排队通行效率下降
stage4_train:525,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经六路至经八路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=红专路|DIR=向西|RANGE=经六路至经八路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,红专路经六路至经八路段向西排队长度明显增加
stage4_train:526,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向西|RANGE=经六路至未来路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向西|RANGE=经六路至未来路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,黄河路经六路至未来路段向西车流较大缓行
stage4_train:527,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=未来路|DIR=向南|RANGE=红专路至黄河路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=未来路|DIR=向南|RANGE=红专路至黄河路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：未来路红专路至黄河路段向南施工全封闭
stage4_train:528,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=红专路至政七街|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=红专路至政七街|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经六路红专路至政七街段向南事故处置封闭
stage4_train:529,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=农业路至政七街|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经三路|DIR=向北|RANGE=农业路至政七街|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,经三路农业路至政七街段向北排队通行效率下降
stage4_train:530,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至未来路|LEVEL=中度拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=黄河路|DIR=向东|RANGE=经六路至未来路|LEVEL=中度拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：黄河路经六路至未来路段向东车流较大缓行
stage4_train:531,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=红专路至纬五路|LEVEL=封闭","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=经六路|DIR=向南|RANGE=红专路至纬五路|LEVEL=封闭",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：经六路红专路至纬五路段向南临时封闭管制；农业路花园路至未来路段向西交通基本正常
stage4_train:532,simple_local,"<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经三路至经八路|LEVEL=严重拥堵","<think>
scene=simple_local
anchor_count=1
仅输出异常语义锚点，边级补全由本地映射与图对齐模块处理。
</think>
ANCHOR|ROAD=纬五路|DIR=向东|RANGE=经三路至经八路|LEVEL=严重拥堵",existing label already covers all active changed-event anchors,unchanged,train,False,1,1,0,常态或局部短时事件：纬五路经三路至经八路段向东排队长度明显增加
